Unicode Code Point,Character,Description
0xbe27,븧,HANGUL SYLLABLE BEUH
0xbe28,븨,HANGUL SYLLABLE BYI
0xbe29,븩,HANGUL SYLLABLE BYIG
0xbe2a,븪,HANGUL SYLLABLE BYIGG
0xbe2b,븫,HANGUL SYLLABLE BYIGS
0xbe2c,븬,HANGUL SYLLABLE BYIN
0xbe2d,븭,HANGUL SYLLABLE BYINJ
0xbe2e,븮,HANGUL SYLLABLE BYINH
0xbe2f,븯,HANGUL SYLLABLE BYID
0xbe30,븰,HANGUL SYLLABLE BYIL
0xbe31,븱,HANGUL SYLLABLE BYILG
0xbe32,븲,HANGUL SYLLABLE BYILM
0xbe33,븳,HANGUL SYLLABLE BYILB
0xbe34,븴,HANGUL SYLLABLE BYILS
0xbe35,븵,HANGUL SYLLABLE BYILT
0xbe36,븶,HANGUL SYLLABLE BYILP
0xbe37,븷,HANGUL SYLLABLE BYILH
0xbe38,븸,HANGUL SYLLABLE BYIM
0xbe39,븹,HANGUL SYLLABLE BYIB
0xbe3a,븺,HANGUL SYLLABLE BYIBS
0xbe3b,븻,HANGUL SYLLABLE BYIS
0xbe3c,븼,HANGUL SYLLABLE BYISS
0xbe3d,븽,HANGUL SYLLABLE BYING
0xbe3e,븾,HANGUL SYLLABLE BYIJ
0xbe3f,븿,HANGUL SYLLABLE BYIC
0xbe40,빀,HANGUL SYLLABLE BYIK
0xbe41,빁,HANGUL SYLLABLE BYIT
0xbe42,빂,HANGUL SYLLABLE BYIP
0xbe43,빃,HANGUL SYLLABLE BYIH
0xbe44,비,HANGUL SYLLABLE BI
0xbe45,빅,HANGUL SYLLABLE BIG
0xbe46,빆,HANGUL SYLLABLE BIGG
0xbe47,빇,HANGUL SYLLABLE BIGS
0xbe48,빈,HANGUL SYLLABLE BIN
0xbe49,빉,HANGUL SYLLABLE BINJ
0xbe4a,빊,HANGUL SYLLABLE BINH
0xbe4b,빋,HANGUL SYLLABLE BID
0xbe4c,빌,HANGUL SYLLABLE BIL
0xbe4d,빍,HANGUL SYLLABLE BILG
0xbe4e,빎,HANGUL SYLLABLE BILM
0xbe4f,빏,HANGUL SYLLABLE BILB
0xbe50,빐,HANGUL SYLLABLE BILS
0xbe51,빑,HANGUL SYLLABLE BILT
0xbe52,빒,HANGUL SYLLABLE BILP
0xbe53,빓,HANGUL SYLLABLE BILH
0xbe54,빔,HANGUL SYLLABLE BIM
0xbe55,빕,HANGUL SYLLABLE BIB
0xbe56,빖,HANGUL SYLLABLE BIBS
0xbe57,빗,HANGUL SYLLABLE BIS
0xbe58,빘,HANGUL SYLLABLE BISS
0xbe59,빙,HANGUL SYLLABLE BING
0xbe5a,빚,HANGUL SYLLABLE BIJ
0xbe5b,빛,HANGUL SYLLABLE BIC
0xbe5c,빜,HANGUL SYLLABLE BIK
0xbe5d,빝,HANGUL SYLLABLE BIT
0xbe5e,빞,HANGUL SYLLABLE BIP
0xbe5f,빟,HANGUL SYLLABLE BIH
0xbe60,빠,HANGUL SYLLABLE BBA
0xbe61,빡,HANGUL SYLLABLE BBAG
0xbe62,빢,HANGUL SYLLABLE BBAGG
0xbe63,빣,HANGUL SYLLABLE BBAGS
0xbe64,빤,HANGUL SYLLABLE BBAN
0xbe65,빥,HANGUL SYLLABLE BBANJ
0xbe66,빦,HANGUL SYLLABLE BBANH
0xbe67,빧,HANGUL SYLLABLE BBAD
0xbe68,빨,HANGUL SYLLABLE BBAL
0xbe69,빩,HANGUL SYLLABLE BBALG
0xbe6a,빪,HANGUL SYLLABLE BBALM
0xbe6b,빫,HANGUL SYLLABLE BBALB
0xbe6c,빬,HANGUL SYLLABLE BBALS
0xbe6d,빭,HANGUL SYLLABLE BBALT
0xbe6e,빮,HANGUL SYLLABLE BBALP
0xbe6f,빯,HANGUL SYLLABLE BBALH
0xbe70,빰,HANGUL SYLLABLE BBAM
0xbe71,빱,HANGUL SYLLABLE BBAB
0xbe72,빲,HANGUL SYLLABLE BBABS
0xbe73,빳,HANGUL SYLLABLE BBAS
0xbe74,빴,HANGUL SYLLABLE BBASS
0xbe75,빵,HANGUL SYLLABLE BBANG
0xbe76,빶,HANGUL SYLLABLE BBAJ
0xbe77,빷,HANGUL SYLLABLE BBAC
0xbe78,빸,HANGUL SYLLABLE BBAK
0xbe79,빹,HANGUL SYLLABLE BBAT
0xbe7a,빺,HANGUL SYLLABLE BBAP
0xbe7b,빻,HANGUL SYLLABLE BBAH
0xbe7c,빼,HANGUL SYLLABLE BBAE
0xbe7d,빽,HANGUL SYLLABLE BBAEG
0xbe7e,빾,HANGUL SYLLABLE BBAEGG
0xbe7f,빿,HANGUL SYLLABLE BBAEGS
0xbe80,뺀,HANGUL SYLLABLE BBAEN
0xbe81,뺁,HANGUL SYLLABLE BBAENJ
0xbe82,뺂,HANGUL SYLLABLE BBAENH
0xbe83,뺃,HANGUL SYLLABLE BBAED
0xbe84,뺄,HANGUL SYLLABLE BBAEL
0xbe85,뺅,HANGUL SYLLABLE BBAELG
0xbe86,뺆,HANGUL SYLLABLE BBAELM
0xbe87,뺇,HANGUL SYLLABLE BBAELB
0xbe88,뺈,HANGUL SYLLABLE BBAELS
0xbe89,뺉,HANGUL SYLLABLE BBAELT
0xbe8a,뺊,HANGUL SYLLABLE BBAELP
0xbe8b,뺋,HANGUL SYLLABLE BBAELH
0xbe8c,뺌,HANGUL SYLLABLE BBAEM
0xbe8d,뺍,HANGUL SYLLABLE BBAEB
0xbe8e,뺎,HANGUL SYLLABLE BBAEBS
0xbe8f,뺏,HANGUL SYLLABLE BBAES
0xbe90,뺐,HANGUL SYLLABLE BBAESS
0xbe91,뺑,HANGUL SYLLABLE BBAENG
0xbe92,뺒,HANGUL SYLLABLE BBAEJ
0xbe93,뺓,HANGUL SYLLABLE BBAEC
0xbe94,뺔,HANGUL SYLLABLE BBAEK
0xbe95,뺕,HANGUL SYLLABLE BBAET
0xbe96,뺖,HANGUL SYLLABLE BBAEP
0xbe97,뺗,HANGUL SYLLABLE BBAEH
0xbe98,뺘,HANGUL SYLLABLE BBYA
0xbe99,뺙,HANGUL SYLLABLE BBYAG
0xbe9a,뺚,HANGUL SYLLABLE BBYAGG
0xbe9b,뺛,HANGUL SYLLABLE BBYAGS
0xbe9c,뺜,HANGUL SYLLABLE BBYAN
0xbe9d,뺝,HANGUL SYLLABLE BBYANJ
0xbe9e,뺞,HANGUL SYLLABLE BBYANH
0xbe9f,뺟,HANGUL SYLLABLE BBYAD
0xbea0,뺠,HANGUL SYLLABLE BBYAL
0xbea1,뺡,HANGUL SYLLABLE BBYALG
0xbea2,뺢,HANGUL SYLLABLE BBYALM
0xbea3,뺣,HANGUL SYLLABLE BBYALB
0xbea4,뺤,HANGUL SYLLABLE BBYALS
0xbea5,뺥,HANGUL SYLLABLE BBYALT
0xbea6,뺦,HANGUL SYLLABLE BBYALP
0xbea7,뺧,HANGUL SYLLABLE BBYALH
0xbea8,뺨,HANGUL SYLLABLE BBYAM
0xbea9,뺩,HANGUL SYLLABLE BBYAB
0xbeaa,뺪,HANGUL SYLLABLE BBYABS
0xbeab,뺫,HANGUL SYLLABLE BBYAS
0xbeac,뺬,HANGUL SYLLABLE BBYASS
0xbead,뺭,HANGUL SYLLABLE BBYANG
0xbeae,뺮,HANGUL SYLLABLE BBYAJ
0xbeaf,뺯,HANGUL SYLLABLE BBYAC
0xbeb0,뺰,HANGUL SYLLABLE BBYAK
0xbeb1,뺱,HANGUL SYLLABLE BBYAT
0xbeb2,뺲,HANGUL SYLLABLE BBYAP
0xbeb3,뺳,HANGUL SYLLABLE BBYAH
0xbeb4,뺴,HANGUL SYLLABLE BBYAE
0xbeb5,뺵,HANGUL SYLLABLE BBYAEG
0xbeb6,뺶,HANGUL SYLLABLE BBYAEGG
0xbeb7,뺷,HANGUL SYLLABLE BBYAEGS
0xbeb8,뺸,HANGUL SYLLABLE BBYAEN
0xbeb9,뺹,HANGUL SYLLABLE BBYAENJ
0xbeba,뺺,HANGUL SYLLABLE BBYAENH
0xbebb,뺻,HANGUL SYLLABLE BBYAED
0xbebc,뺼,HANGUL SYLLABLE BBYAEL
0xbebd,뺽,HANGUL SYLLABLE BBYAELG
0xbebe,뺾,HANGUL SYLLABLE BBYAELM
0xbebf,뺿,HANGUL SYLLABLE BBYAELB
0xbec0,뻀,HANGUL SYLLABLE BBYAELS
0xbec1,뻁,HANGUL SYLLABLE BBYAELT
0xbec2,뻂,HANGUL SYLLABLE BBYAELP
0xbec3,뻃,HANGUL SYLLABLE BBYAELH
0xbec4,뻄,HANGUL SYLLABLE BBYAEM
0xbec5,뻅,HANGUL SYLLABLE BBYAEB
0xbec6,뻆,HANGUL SYLLABLE BBYAEBS
0xbec7,뻇,HANGUL SYLLABLE BBYAES
0xbec8,뻈,HANGUL SYLLABLE BBYAESS
0xbec9,뻉,HANGUL SYLLABLE BBYAENG
0xbeca,뻊,HANGUL SYLLABLE BBYAEJ
0xbecb,뻋,HANGUL SYLLABLE BBYAEC
0xbecc,뻌,HANGUL SYLLABLE BBYAEK
0xbecd,뻍,HANGUL SYLLABLE BBYAET
0xbece,뻎,HANGUL SYLLABLE BBYAEP
0xbecf,뻏,HANGUL SYLLABLE BBYAEH
0xbed0,뻐,HANGUL SYLLABLE BBEO
0xbed1,뻑,HANGUL SYLLABLE BBEOG
0xbed2,뻒,HANGUL SYLLABLE BBEOGG
0xbed3,뻓,HANGUL SYLLABLE BBEOGS
0xbed4,뻔,HANGUL SYLLABLE BBEON
0xbed5,뻕,HANGUL SYLLABLE BBEONJ
0xbed6,뻖,HANGUL SYLLABLE BBEONH
0xbed7,뻗,HANGUL SYLLABLE BBEOD
0xbed8,뻘,HANGUL SYLLABLE BBEOL
0xbed9,뻙,HANGUL SYLLABLE BBEOLG
0xbeda,뻚,HANGUL SYLLABLE BBEOLM
0xbedb,뻛,HANGUL SYLLABLE BBEOLB
0xbedc,뻜,HANGUL SYLLABLE BBEOLS
0xbedd,뻝,HANGUL SYLLABLE BBEOLT
0xbede,뻞,HANGUL SYLLABLE BBEOLP
0xbedf,뻟,HANGUL SYLLABLE BBEOLH
0xbee0,뻠,HANGUL SYLLABLE BBEOM
0xbee1,뻡,HANGUL SYLLABLE BBEOB
0xbee2,뻢,HANGUL SYLLABLE BBEOBS
0xbee3,뻣,HANGUL SYLLABLE BBEOS
0xbee4,뻤,HANGUL SYLLABLE BBEOSS
0xbee5,뻥,HANGUL SYLLABLE BBEONG
0xbee6,뻦,HANGUL SYLLABLE BBEOJ
0xbee7,뻧,HANGUL SYLLABLE BBEOC
0xbee8,뻨,HANGUL SYLLABLE BBEOK
0xbee9,뻩,HANGUL SYLLABLE BBEOT
0xbeea,뻪,HANGUL SYLLABLE BBEOP
0xbeeb,뻫,HANGUL SYLLABLE BBEOH
0xbeec,뻬,HANGUL SYLLABLE BBE
0xbeed,뻭,HANGUL SYLLABLE BBEG
0xbeee,뻮,HANGUL SYLLABLE BBEGG
0xbeef,뻯,HANGUL SYLLABLE BBEGS
0xbef0,뻰,HANGUL SYLLABLE BBEN
0xbef1,뻱,HANGUL SYLLABLE BBENJ
0xbef2,뻲,HANGUL SYLLABLE BBENH
0xbef3,뻳,HANGUL SYLLABLE BBED
0xbef4,뻴,HANGUL SYLLABLE BBEL
0xbef5,뻵,HANGUL SYLLABLE BBELG
0xbef6,뻶,HANGUL SYLLABLE BBELM
0xbef7,뻷,HANGUL SYLLABLE BBELB
0xbef8,뻸,HANGUL SYLLABLE BBELS
0xbef9,뻹,HANGUL SYLLABLE BBELT
0xbefa,뻺,HANGUL SYLLABLE BBELP
0xbefb,뻻,HANGUL SYLLABLE BBELH
0xbefc,뻼,HANGUL SYLLABLE BBEM
0xbefd,뻽,HANGUL SYLLABLE BBEB
0xbefe,뻾,HANGUL SYLLABLE BBEBS
0xbeff,뻿,HANGUL SYLLABLE BBES
0xbf00,뼀,HANGUL SYLLABLE BBESS
0xbf01,뼁,HANGUL SYLLABLE BBENG
0xbf02,뼂,HANGUL SYLLABLE BBEJ
0xbf03,뼃,HANGUL SYLLABLE BBEC
0xbf04,뼄,HANGUL SYLLABLE BBEK
0xbf05,뼅,HANGUL SYLLABLE BBET
0xbf06,뼆,HANGUL SYLLABLE BBEP
0xbf07,뼇,HANGUL SYLLABLE BBEH
0xbf08,뼈,HANGUL SYLLABLE BBYEO
0xbf09,뼉,HANGUL SYLLABLE BBYEOG
0xbf0a,뼊,HANGUL SYLLABLE BBYEOGG
0xbf0b,뼋,HANGUL SYLLABLE BBYEOGS
0xbf0c,뼌,HANGUL SYLLABLE BBYEON
0xbf0d,뼍,HANGUL SYLLABLE BBYEONJ
0xbf0e,뼎,HANGUL SYLLABLE BBYEONH
0xbf0f,뼏,HANGUL SYLLABLE BBYEOD
0xbf10,뼐,HANGUL SYLLABLE BBYEOL
0xbf11,뼑,HANGUL SYLLABLE BBYEOLG
0xbf12,뼒,HANGUL SYLLABLE BBYEOLM
0xbf13,뼓,HANGUL SYLLABLE BBYEOLB
0xbf14,뼔,HANGUL SYLLABLE BBYEOLS
0xbf15,뼕,HANGUL SYLLABLE BBYEOLT
0xbf16,뼖,HANGUL SYLLABLE BBYEOLP
0xbf17,뼗,HANGUL SYLLABLE BBYEOLH
0xbf18,뼘,HANGUL SYLLABLE BBYEOM
0xbf19,뼙,HANGUL SYLLABLE BBYEOB
0xbf1a,뼚,HANGUL SYLLABLE BBYEOBS
0xbf1b,뼛,HANGUL SYLLABLE BBYEOS
0xbf1c,뼜,HANGUL SYLLABLE BBYEOSS
0xbf1d,뼝,HANGUL SYLLABLE BBYEONG
0xbf1e,뼞,HANGUL SYLLABLE BBYEOJ
0xbf1f,뼟,HANGUL SYLLABLE BBYEOC
0xbf20,뼠,HANGUL SYLLABLE BBYEOK
0xbf21,뼡,HANGUL SYLLABLE BBYEOT
0xbf22,뼢,HANGUL SYLLABLE BBYEOP
0xbf23,뼣,HANGUL SYLLABLE BBYEOH
0xbf24,뼤,HANGUL SYLLABLE BBYE
0xbf25,뼥,HANGUL SYLLABLE BBYEG
0xbf26,뼦,HANGUL SYLLABLE BBYEGG
0xbf27,뼧,HANGUL SYLLABLE BBYEGS
0xbf28,뼨,HANGUL SYLLABLE BBYEN
0xbf29,뼩,HANGUL SYLLABLE BBYENJ
0xbf2a,뼪,HANGUL SYLLABLE BBYENH
0xbf2b,뼫,HANGUL SYLLABLE BBYED
0xbf2c,뼬,HANGUL SYLLABLE BBYEL
0xbf2d,뼭,HANGUL SYLLABLE BBYELG
0xbf2e,뼮,HANGUL SYLLABLE BBYELM
0xbf2f,뼯,HANGUL SYLLABLE BBYELB
0xbf30,뼰,HANGUL SYLLABLE BBYELS
0xbf31,뼱,HANGUL SYLLABLE BBYELT
0xbf32,뼲,HANGUL SYLLABLE BBYELP
0xbf33,뼳,HANGUL SYLLABLE BBYELH
0xbf34,뼴,HANGUL SYLLABLE BBYEM
0xbf35,뼵,HANGUL SYLLABLE BBYEB
0xbf36,뼶,HANGUL SYLLABLE BBYEBS
0xbf37,뼷,HANGUL SYLLABLE BBYES
0xbf38,뼸,HANGUL SYLLABLE BBYESS
0xbf39,뼹,HANGUL SYLLABLE BBYENG
0xbf3a,뼺,HANGUL SYLLABLE BBYEJ
0xbf3b,뼻,HANGUL SYLLABLE BBYEC
0xbf3c,뼼,HANGUL SYLLABLE BBYEK
0xbf3d,뼽,HANGUL SYLLABLE BBYET
0xbf3e,뼾,HANGUL SYLLABLE BBYEP
0xbf3f,뼿,HANGUL SYLLABLE BBYEH
0xbf40,뽀,HANGUL SYLLABLE BBO
0xbf41,뽁,HANGUL SYLLABLE BBOG
0xbf42,뽂,HANGUL SYLLABLE BBOGG
0xbf43,뽃,HANGUL SYLLABLE BBOGS
0xbf44,뽄,HANGUL SYLLABLE BBON
0xbf45,뽅,HANGUL SYLLABLE BBONJ
0xbf46,뽆,HANGUL SYLLABLE BBONH
0xbf47,뽇,HANGUL SYLLABLE BBOD
0xbf48,뽈,HANGUL SYLLABLE BBOL
0xbf49,뽉,HANGUL SYLLABLE BBOLG
0xbf4a,뽊,HANGUL SYLLABLE BBOLM
0xbf4b,뽋,HANGUL SYLLABLE BBOLB
0xbf4c,뽌,HANGUL SYLLABLE BBOLS
0xbf4d,뽍,HANGUL SYLLABLE BBOLT
0xbf4e,뽎,HANGUL SYLLABLE BBOLP
0xbf4f,뽏,HANGUL SYLLABLE BBOLH
0xbf50,뽐,HANGUL SYLLABLE BBOM
0xbf51,뽑,HANGUL SYLLABLE BBOB
0xbf52,뽒,HANGUL SYLLABLE BBOBS
0xbf53,뽓,HANGUL SYLLABLE BBOS
0xbf54,뽔,HANGUL SYLLABLE BBOSS
0xbf55,뽕,HANGUL SYLLABLE BBONG
0xbf56,뽖,HANGUL SYLLABLE BBOJ
0xbf57,뽗,HANGUL SYLLABLE BBOC
0xbf58,뽘,HANGUL SYLLABLE BBOK
0xbf59,뽙,HANGUL SYLLABLE BBOT
0xbf5a,뽚,HANGUL SYLLABLE BBOP
0xbf5b,뽛,HANGUL SYLLABLE BBOH
0xbf5c,뽜,HANGUL SYLLABLE BBWA
0xbf5d,뽝,HANGUL SYLLABLE BBWAG
0xbf5e,뽞,HANGUL SYLLABLE BBWAGG
0xbf5f,뽟,HANGUL SYLLABLE BBWAGS
0xbf60,뽠,HANGUL SYLLABLE BBWAN
0xbf61,뽡,HANGUL SYLLABLE BBWANJ
0xbf62,뽢,HANGUL SYLLABLE BBWANH
0xbf63,뽣,HANGUL SYLLABLE BBWAD
0xbf64,뽤,HANGUL SYLLABLE BBWAL
0xbf65,뽥,HANGUL SYLLABLE BBWALG
0xbf66,뽦,HANGUL SYLLABLE BBWALM
0xbf67,뽧,HANGUL SYLLABLE BBWALB
0xbf68,뽨,HANGUL SYLLABLE BBWALS
0xbf69,뽩,HANGUL SYLLABLE BBWALT
0xbf6a,뽪,HANGUL SYLLABLE BBWALP
0xbf6b,뽫,HANGUL SYLLABLE BBWALH
0xbf6c,뽬,HANGUL SYLLABLE BBWAM
0xbf6d,뽭,HANGUL SYLLABLE BBWAB
0xbf6e,뽮,HANGUL SYLLABLE BBWABS
0xbf6f,뽯,HANGUL SYLLABLE BBWAS
0xbf70,뽰,HANGUL SYLLABLE BBWASS
0xbf71,뽱,HANGUL SYLLABLE BBWANG
0xbf72,뽲,HANGUL SYLLABLE BBWAJ
0xbf73,뽳,HANGUL SYLLABLE BBWAC
0xbf74,뽴,HANGUL SYLLABLE BBWAK
0xbf75,뽵,HANGUL SYLLABLE BBWAT
0xbf76,뽶,HANGUL SYLLABLE BBWAP
0xbf77,뽷,HANGUL SYLLABLE BBWAH
0xbf78,뽸,HANGUL SYLLABLE BBWAE
0xbf79,뽹,HANGUL SYLLABLE BBWAEG
0xbf7a,뽺,HANGUL SYLLABLE BBWAEGG
0xbf7b,뽻,HANGUL SYLLABLE BBWAEGS
0xbf7c,뽼,HANGUL SYLLABLE BBWAEN
0xbf7d,뽽,HANGUL SYLLABLE BBWAENJ
0xbf7e,뽾,HANGUL SYLLABLE BBWAENH
0xbf7f,뽿,HANGUL SYLLABLE BBWAED
0xbf80,뾀,HANGUL SYLLABLE BBWAEL
0xbf81,뾁,HANGUL SYLLABLE BBWAELG
0xbf82,뾂,HANGUL SYLLABLE BBWAELM
0xbf83,뾃,HANGUL SYLLABLE BBWAELB
0xbf84,뾄,HANGUL SYLLABLE BBWAELS
0xbf85,뾅,HANGUL SYLLABLE BBWAELT
0xbf86,뾆,HANGUL SYLLABLE BBWAELP
0xbf87,뾇,HANGUL SYLLABLE BBWAELH
0xbf88,뾈,HANGUL SYLLABLE BBWAEM
0xbf89,뾉,HANGUL SYLLABLE BBWAEB
0xbf8a,뾊,HANGUL SYLLABLE BBWAEBS
0xbf8b,뾋,HANGUL SYLLABLE BBWAES
0xbf8c,뾌,HANGUL SYLLABLE BBWAESS
0xbf8d,뾍,HANGUL SYLLABLE BBWAENG
0xbf8e,뾎,HANGUL SYLLABLE BBWAEJ
0xbf8f,뾏,HANGUL SYLLABLE BBWAEC
0xbf90,뾐,HANGUL SYLLABLE BBWAEK
0xbf91,뾑,HANGUL SYLLABLE BBWAET
0xbf92,뾒,HANGUL SYLLABLE BBWAEP
0xbf93,뾓,HANGUL SYLLABLE BBWAEH
0xbf94,뾔,HANGUL SYLLABLE BBOE
0xbf95,뾕,HANGUL SYLLABLE BBOEG
0xbf96,뾖,HANGUL SYLLABLE BBOEGG
0xbf97,뾗,HANGUL SYLLABLE BBOEGS
0xbf98,뾘,HANGUL SYLLABLE BBOEN
0xbf99,뾙,HANGUL SYLLABLE BBOENJ
0xbf9a,뾚,HANGUL SYLLABLE BBOENH
0xbf9b,뾛,HANGUL SYLLABLE BBOED
0xbf9c,뾜,HANGUL SYLLABLE BBOEL
0xbf9d,뾝,HANGUL SYLLABLE BBOELG
0xbf9e,뾞,HANGUL SYLLABLE BBOELM
0xbf9f,뾟,HANGUL SYLLABLE BBOELB
0xbfa0,뾠,HANGUL SYLLABLE BBOELS
0xbfa1,뾡,HANGUL SYLLABLE BBOELT
0xbfa2,뾢,HANGUL SYLLABLE BBOELP
0xbfa3,뾣,HANGUL SYLLABLE BBOELH
0xbfa4,뾤,HANGUL SYLLABLE BBOEM
0xbfa5,뾥,HANGUL SYLLABLE BBOEB
0xbfa6,뾦,HANGUL SYLLABLE BBOEBS
0xbfa7,뾧,HANGUL SYLLABLE BBOES
0xbfa8,뾨,HANGUL SYLLABLE BBOESS
0xbfa9,뾩,HANGUL SYLLABLE BBOENG
0xbfaa,뾪,HANGUL SYLLABLE BBOEJ
0xbfab,뾫,HANGUL SYLLABLE BBOEC
0xbfac,뾬,HANGUL SYLLABLE BBOEK
0xbfad,뾭,HANGUL SYLLABLE BBOET
0xbfae,뾮,HANGUL SYLLABLE BBOEP
0xbfaf,뾯,HANGUL SYLLABLE BBOEH
0xbfb0,뾰,HANGUL SYLLABLE BBYO
0xbfb1,뾱,HANGUL SYLLABLE BBYOG
0xbfb2,뾲,HANGUL SYLLABLE BBYOGG
0xbfb3,뾳,HANGUL SYLLABLE BBYOGS
0xbfb4,뾴,HANGUL SYLLABLE BBYON
0xbfb5,뾵,HANGUL SYLLABLE BBYONJ
0xbfb6,뾶,HANGUL SYLLABLE BBYONH
0xbfb7,뾷,HANGUL SYLLABLE BBYOD
0xbfb8,뾸,HANGUL SYLLABLE BBYOL
0xbfb9,뾹,HANGUL SYLLABLE BBYOLG
0xbfba,뾺,HANGUL SYLLABLE BBYOLM
0xbfbb,뾻,HANGUL SYLLABLE BBYOLB
0xbfbc,뾼,HANGUL SYLLABLE BBYOLS
0xbfbd,뾽,HANGUL SYLLABLE BBYOLT
0xbfbe,뾾,HANGUL SYLLABLE BBYOLP
0xbfbf,뾿,HANGUL SYLLABLE BBYOLH
0xbfc0,뿀,HANGUL SYLLABLE BBYOM
0xbfc1,뿁,HANGUL SYLLABLE BBYOB
0xbfc2,뿂,HANGUL SYLLABLE BBYOBS
0xbfc3,뿃,HANGUL SYLLABLE BBYOS
0xbfc4,뿄,HANGUL SYLLABLE BBYOSS
0xbfc5,뿅,HANGUL SYLLABLE BBYONG
0xbfc6,뿆,HANGUL SYLLABLE BBYOJ
0xbfc7,뿇,HANGUL SYLLABLE BBYOC
0xbfc8,뿈,HANGUL SYLLABLE BBYOK
0xbfc9,뿉,HANGUL SYLLABLE BBYOT
0xbfca,뿊,HANGUL SYLLABLE BBYOP
0xbfcb,뿋,HANGUL SYLLABLE BBYOH
0xbfcc,뿌,HANGUL SYLLABLE BBU
0xbfcd,뿍,HANGUL SYLLABLE BBUG
0xbfce,뿎,HANGUL SYLLABLE BBUGG
0xbfcf,뿏,HANGUL SYLLABLE BBUGS
0xbfd0,뿐,HANGUL SYLLABLE BBUN
0xbfd1,뿑,HANGUL SYLLABLE BBUNJ
0xbfd2,뿒,HANGUL SYLLABLE BBUNH
0xbfd3,뿓,HANGUL SYLLABLE BBUD
0xbfd4,뿔,HANGUL SYLLABLE BBUL
0xbfd5,뿕,HANGUL SYLLABLE BBULG
0xbfd6,뿖,HANGUL SYLLABLE BBULM
0xbfd7,뿗,HANGUL SYLLABLE BBULB
0xbfd8,뿘,HANGUL SYLLABLE BBULS
0xbfd9,뿙,HANGUL SYLLABLE BBULT
0xbfda,뿚,HANGUL SYLLABLE BBULP
0xbfdb,뿛,HANGUL SYLLABLE BBULH
0xbfdc,뿜,HANGUL SYLLABLE BBUM
0xbfdd,뿝,HANGUL SYLLABLE BBUB
0xbfde,뿞,HANGUL SYLLABLE BBUBS
0xbfdf,뿟,HANGUL SYLLABLE BBUS
0xbfe0,뿠,HANGUL SYLLABLE BBUSS
0xbfe1,뿡,HANGUL SYLLABLE BBUNG
0xbfe2,뿢,HANGUL SYLLABLE BBUJ
0xbfe3,뿣,HANGUL SYLLABLE BBUC
0xbfe4,뿤,HANGUL SYLLABLE BBUK
0xbfe5,뿥,HANGUL SYLLABLE BBUT
0xbfe6,뿦,HANGUL SYLLABLE BBUP
0xbfe7,뿧,HANGUL SYLLABLE BBUH
0xbfe8,뿨,HANGUL SYLLABLE BBWEO
0xbfe9,뿩,HANGUL SYLLABLE BBWEOG
0xbfea,뿪,HANGUL SYLLABLE BBWEOGG
0xbfeb,뿫,HANGUL SYLLABLE BBWEOGS
0xbfec,뿬,HANGUL SYLLABLE BBWEON
0xbfed,뿭,HANGUL SYLLABLE BBWEONJ
0xbfee,뿮,HANGUL SYLLABLE BBWEONH
0xbfef,뿯,HANGUL SYLLABLE BBWEOD
0xbff0,뿰,HANGUL SYLLABLE BBWEOL
0xbff1,뿱,HANGUL SYLLABLE BBWEOLG
0xbff2,뿲,HANGUL SYLLABLE BBWEOLM
0xbff3,뿳,HANGUL SYLLABLE BBWEOLB
0xbff4,뿴,HANGUL SYLLABLE BBWEOLS
0xbff5,뿵,HANGUL SYLLABLE BBWEOLT
0xbff6,뿶,HANGUL SYLLABLE BBWEOLP
0xbff7,뿷,HANGUL SYLLABLE BBWEOLH
0xbff8,뿸,HANGUL SYLLABLE BBWEOM
0xbff9,뿹,HANGUL SYLLABLE BBWEOB
0xbffa,뿺,HANGUL SYLLABLE BBWEOBS
0xbffb,뿻,HANGUL SYLLABLE BBWEOS
0xbffc,뿼,HANGUL SYLLABLE BBWEOSS
0xbffd,뿽,HANGUL SYLLABLE BBWEONG
0xbffe,뿾,HANGUL SYLLABLE BBWEOJ
0xbfff,뿿,HANGUL SYLLABLE BBWEOC
0xc000,쀀,HANGUL SYLLABLE BBWEOK
0xc001,쀁,HANGUL SYLLABLE BBWEOT
0xc002,쀂,HANGUL SYLLABLE BBWEOP
0xc003,쀃,HANGUL SYLLABLE BBWEOH
0xc004,쀄,HANGUL SYLLABLE BBWE
0xc005,쀅,HANGUL SYLLABLE BBWEG
0xc006,쀆,HANGUL SYLLABLE BBWEGG
0xc007,쀇,HANGUL SYLLABLE BBWEGS
0xc008,쀈,HANGUL SYLLABLE BBWEN
0xc009,쀉,HANGUL SYLLABLE BBWENJ
0xc00a,쀊,HANGUL SYLLABLE BBWENH
0xc00b,쀋,HANGUL SYLLABLE BBWED
0xc00c,쀌,HANGUL SYLLABLE BBWEL
0xc00d,쀍,HANGUL SYLLABLE BBWELG
0xc00e,쀎,HANGUL SYLLABLE BBWELM
0xc00f,쀏,HANGUL SYLLABLE BBWELB
0xc010,쀐,HANGUL SYLLABLE BBWELS
0xc011,쀑,HANGUL SYLLABLE BBWELT
0xc012,쀒,HANGUL SYLLABLE BBWELP
0xc013,쀓,HANGUL SYLLABLE BBWELH
0xc014,쀔,HANGUL SYLLABLE BBWEM
0xc015,쀕,HANGUL SYLLABLE BBWEB
0xc016,쀖,HANGUL SYLLABLE BBWEBS
